taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.27031849832009447,0.18087036261309958,0.9999826236921613,computed
Mammalia,0.27031849832009447,0.18087036261309958,0.9999826236921613,computed
Afrosoricida,0.12592158405391998,0.08134824657641779,0.9981203007518797,computed
Chrysochloridae,0.14406186467852133,0.039791518503336995,1.0,computed
Amblysomus,0.14406186467852133,0.039791518503336995,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.14406186467852133,0.039791518503336995,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.14406186467852133,0.039791518503336995,0,from Chrysochloridae (singleton)
Chlorotalpa,0.14406186467852133,0.039791518503336995,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.14406186467852133,0.039791518503336995,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.14406186467852133,0.039791518503336995,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.14406186467852133,0.039791518503336995,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.14406186467852133,0.039791518503336995,0,from Chrysochloridae (singleton)
Huetia,0.14406186467852133,0.039791518503336995,0,from Chrysochloridae (singleton)
Neamblysomus,0.14406186467852133,0.039791518503336995,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.12592158405391998,0.08134824657641779,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.12592158405391998,0.08134824657641779,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.08604889620426436,0.02530101412618591,0.9983193277310924,computed
Echinops,0.08604889620426436,0.02530101412618591,0,from Tenrecidae (singleton)
Geogale,0.08604889620426436,0.02530101412618591,0,from Tenrecidae (singleton)
Hemicentetes,0.08604889620426436,0.02530101412618591,1.0,from Tenrecidae (cherry)
Limnogale,0.08604889620426436,0.02530101412618591,0,from Tenrecidae (singleton)
Microgale,0.08604889620426436,0.02530101412618591,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.08604889620426436,0.02530101412618591,1.0,from Tenrecidae (cherry)
Oryzorictes,0.08604889620426436,0.02530101412618591,1.0,from Tenrecidae (cherry)
Potamogale,0.08604889620426436,0.02530101412618591,0,from Tenrecidae (singleton)
Setifer,0.08604889620426436,0.02530101412618591,0,from Tenrecidae (singleton)
