taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2685440269946227,0.18286835442363059,0.9999826236921613,computed
Mammalia,0.2685440269946227,0.18286835442363059,0.9999826236921613,computed
Afrosoricida,0.1414615249006069,0.11015280270264428,0.9981203007518797,computed
Chrysochloridae,0.1825322527444454,0.12149581190891565,1.0,computed
Amblysomus,0.1825322527444454,0.12149581190891565,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.1825322527444454,0.12149581190891565,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.1825322527444454,0.12149581190891565,0,from Chrysochloridae (singleton)
Chlorotalpa,0.1825322527444454,0.12149581190891565,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.1825322527444454,0.12149581190891565,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.1825322527444454,0.12149581190891565,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.1825322527444454,0.12149581190891565,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.1825322527444454,0.12149581190891565,0,from Chrysochloridae (singleton)
Huetia,0.1825322527444454,0.12149581190891565,0,from Chrysochloridae (singleton)
Neamblysomus,0.1825322527444454,0.12149581190891565,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.1414615249006069,0.11015280270264428,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.1414615249006069,0.11015280270264428,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.10110273310507067,0.061984099047609945,0.9983193277310924,computed
Echinops,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Geogale,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Hemicentetes,0.10110273310507067,0.061984099047609945,1.0,from Tenrecidae (cherry)
Limnogale,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Microgale,0.10110273310507067,0.061984099047609945,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.10110273310507067,0.061984099047609945,1.0,from Tenrecidae (cherry)
Oryzorictes,0.10110273310507067,0.061984099047609945,1.0,from Tenrecidae (cherry)
Potamogale,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Setifer,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Tenrec,0.10110273310507067,0.061984099047609945,0,from Tenrecidae (singleton)
Carnivora,0.2674842979057586,0.1262149636405923,0.9994615695248351,computed
Ailuridae,0.2674842979057586,0.1262149636405923,0,from Carnivora (singleton)
Ailurus,0.2674842979057586,0.1262149636405923,0,from Ailuridae (singleton)
Canidae,0.34135036923569145,0.0,0.9928443649373881,computed
Atelocynus,0.34135036923569145,0.0,0,from Canidae (singleton)
Canis,0.34135036923569145,0.0,0.0,from Canidae (not monophyletic)
Cerdocyon,0.34135036923569145,0.0,0,from Canidae (singleton)
Chrysocyon,0.34135036923569145,0.0,0,from Canidae (singleton)
Cuon,0.34135036923569145,0.0,0.0,from Canidae (crown capture probability)
Cynotherium,0.34135036923569145,0.0,0.0,from Canidae (unsampled)
Dusicyon,0.34135036923569145,0.0,1.0,from Canidae (cherry)
Lycaon,0.34135036923569145,0.0,0,from Canidae (singleton)
Nyctereutes,0.34135036923569145,0.0,0,from Canidae (singleton)
Otocyon,0.34135036923569145,0.0,0,from Canidae (singleton)
Pseudalopex,0.34135036923569145,0.0,0.0,from Canidae (not monophyletic)
Speothos,0.34135036923569145,0.0,0,from Canidae (singleton)
Urocyon,0.34135036923569145,0.0,1.0,from Canidae (cherry)
Vulpes,0.34135036923569145,0.0,0.0,from Canidae (not monophyletic)
Xenocyon,0.34135036923569145,0.0,0.0,from Canidae (unsampled)
Eupleridae,0.2702571494695845,0.238653424842357,0.9669421487603306,computed
Cryptoprocta,0.2702571494695845,0.238653424842357,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.2702571494695845,0.238653424842357,0.0,from Eupleridae (cherry)
Fossa,0.2702571494695845,0.238653424842357,0,from Eupleridae (singleton)
Galidia,0.2702571494695845,0.238653424842357,0,from Eupleridae (singleton)
Galidictis,0.2702571494695845,0.238653424842357,1.0,from Eupleridae (cherry)
Mungotictis,0.2702571494695845,0.238653424842357,0,from Eupleridae (singleton)
Salanoia,0.2702571494695845,0.238653424842357,1.0,from Eupleridae (cherry)
Felidae,0.30838617783392647,0.0,0.9966777408637874,computed
Acinonyx,0.30838617783392647,0.0,0,from Felidae (singleton)
Caracal,0.30838617783392647,0.0,1.0,from Felidae (cherry)
