taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2664825576995617,0.18106269480214984,0.9999826236921613,computed
Mammalia,0.2664825576995617,0.18106269480214984,0.9999826236921613,computed
Afrosoricida,0.13570122886999803,0.09761366192364823,0.9981203007518797,computed
Chrysochloridae,0.19051192372099826,0.06877059376517619,1.0,computed
Amblysomus,0.19051192372099826,0.06877059376517619,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.19051192372099826,0.06877059376517619,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.19051192372099826,0.06877059376517619,0,from Chrysochloridae (singleton)
Chlorotalpa,0.19051192372099826,0.06877059376517619,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.19051192372099826,0.06877059376517619,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.19051192372099826,0.06877059376517619,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.19051192372099826,0.06877059376517619,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.19051192372099826,0.06877059376517619,0,from Chrysochloridae (singleton)
Huetia,0.19051192372099826,0.06877059376517619,0,from Chrysochloridae (singleton)
Neamblysomus,0.19051192372099826,0.06877059376517619,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.13570122886999803,0.09761366192364823,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.13570122886999803,0.09761366192364823,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.07753229819533725,0.02195749926686223,0.9983193277310924,computed
Echinops,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Geogale,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Hemicentetes,0.07753229819533725,0.02195749926686223,1.0,from Tenrecidae (cherry)
Limnogale,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Microgale,0.07753229819533725,0.02195749926686223,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.07753229819533725,0.02195749926686223,1.0,from Tenrecidae (cherry)
Oryzorictes,0.07753229819533725,0.02195749926686223,1.0,from Tenrecidae (cherry)
Potamogale,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Setifer,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Tenrec,0.07753229819533725,0.02195749926686223,0,from Tenrecidae (singleton)
Carnivora,0.2726930358317205,0.1375953471905574,0.9994615695248351,computed
Ailuridae,0.2726930358317205,0.1375953471905574,0,from Carnivora (singleton)
Ailurus,0.2726930358317205,0.1375953471905574,0,from Ailuridae (singleton)
Canidae,0.31725465035866673,0.0,0.9928443649373881,computed
Atelocynus,0.31725465035866673,0.0,0,from Canidae (singleton)
Canis,0.31725465035866673,0.0,0.0,from Canidae (not monophyletic)
Cerdocyon,0.31725465035866673,0.0,0,from Canidae (singleton)
Chrysocyon,0.31725465035866673,0.0,0,from Canidae (singleton)
Cuon,0.31725465035866673,0.0,0.0,from Canidae (crown capture probability)
Cynotherium,0.31725465035866673,0.0,0.0,from Canidae (unsampled)
Dusicyon,0.31725465035866673,0.0,1.0,from Canidae (cherry)
Lycaon,0.31725465035866673,0.0,0,from Canidae (singleton)
Nyctereutes,0.31725465035866673,0.0,0,from Canidae (singleton)
Otocyon,0.31725465035866673,0.0,0,from Canidae (singleton)
Pseudalopex,0.31725465035866673,0.0,0.0,from Canidae (not monophyletic)
Speothos,0.31725465035866673,0.0,0,from Canidae (singleton)
Urocyon,0.31725465035866673,0.0,1.0,from Canidae (cherry)
Vulpes,0.31725465035866673,0.0,0.0,from Canidae (not monophyletic)
Xenocyon,0.31725465035866673,0.0,0.0,from Canidae (unsampled)
Eupleridae,0.1611183601554343,0.040385489693950324,0.9669421487603306,computed
Cryptoprocta,0.1611183601554343,0.040385489693950324,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.1611183601554343,0.040385489693950324,0.0,from Eupleridae (cherry)
Fossa,0.1611183601554343,0.040385489693950324,0,from Eupleridae (singleton)
Galidia,0.1611183601554343,0.040385489693950324,0,from Eupleridae (singleton)
Galidictis,0.1611183601554343,0.040385489693950324,1.0,from Eupleridae (cherry)
Mungotictis,0.1611183601554343,0.040385489693950324,0,from Eupleridae (singleton)
Salanoia,0.1611183601554343,0.040385489693950324,1.0,from Eupleridae (cherry)
Felidae,0.3176125791182553,0.0,0.9966777408637874,computed
Acinonyx,0.3176125791182553,0.0,0,from Felidae (singleton)
Caracal,0.3176125791182553,0.0,1.0,from Felidae (cherry)
Catopuma,0.3176125791182553,0.0,0.0,from Felidae (not monophyletic)
Felis,0.3918103025144245,0.0,1.0,computed
Hemimachairodus,0.3176125791182553,0.0,0.0,from Felidae (unsampled)
