taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.265294041784045,0.18219730949222696,0.9999826236921613,computed
Mammalia,0.265294041784045,0.18219730949222696,0.9999826236921613,computed
Afrosoricida,0.07488553342560213,0.03307669819618606,0.9981203007518797,computed
Chrysochloridae,0.12811850327474275,0.09518103405156536,1.0,computed
Amblysomus,0.12811850327474275,0.09518103405156536,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12811850327474275,0.09518103405156536,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12811850327474275,0.09518103405156536,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12811850327474275,0.09518103405156536,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12811850327474275,0.09518103405156536,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12811850327474275,0.09518103405156536,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12811850327474275,0.09518103405156536,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12811850327474275,0.09518103405156536,0,from Chrysochloridae (singleton)
Huetia,0.12811850327474275,0.09518103405156536,0,from Chrysochloridae (singleton)
Neamblysomus,0.12811850327474275,0.09518103405156536,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.07488553342560213,0.03307669819618606,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.07488553342560213,0.03307669819618606,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.04960785479277391,0.0,0.9983193277310924,computed
Echinops,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Geogale,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Hemicentetes,0.04960785479277391,0.0,1.0,from Tenrecidae (cherry)
Limnogale,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Microgale,0.04960785479277391,0.0,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.04960785479277391,0.0,1.0,from Tenrecidae (cherry)
Oryzorictes,0.04960785479277391,0.0,1.0,from Tenrecidae (cherry)
Potamogale,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Setifer,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Tenrec,0.04960785479277391,0.0,0,from Tenrecidae (singleton)
Carnivora,0.24056420055178207,0.09681554115219963,0.9994615695248351,computed
Ailuridae,0.24056420055178207,0.09681554115219963,0,from Carnivora (singleton)
Ailurus,0.24056420055178207,0.09681554115219963,0,from Ailuridae (singleton)
Canidae,0.28407131261514484,0.008421695162071844,0.9928443649373881,computed
Atelocynus,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Canis,0.28407131261514484,0.008421695162071844,0.0,from Canidae (not monophyletic)
Cerdocyon,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Chrysocyon,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Cuon,0.28407131261514484,0.008421695162071844,0.0,from Canidae (crown capture probability)
Cynotherium,0.28407131261514484,0.008421695162071844,0.0,from Canidae (unsampled)
Dusicyon,0.28407131261514484,0.008421695162071844,1.0,from Canidae (cherry)
Lycaon,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Nyctereutes,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Otocyon,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Pseudalopex,0.28407131261514484,0.008421695162071844,0.0,from Canidae (not monophyletic)
Speothos,0.28407131261514484,0.008421695162071844,0,from Canidae (singleton)
Urocyon,0.28407131261514484,0.008421695162071844,1.0,from Canidae (cherry)
Vulpes,0.28407131261514484,0.008421695162071844,0.0,from Canidae (not monophyletic)
Xenocyon,0.28407131261514484,0.008421695162071844,0.0,from Canidae (unsampled)
Eupleridae,0.23760484463586645,0.17129729872028202,0.9669421487603306,computed
Cryptoprocta,0.23760484463586645,0.17129729872028202,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.23760484463586645,0.17129729872028202,0.0,from Eupleridae (cherry)
Fossa,0.23760484463586645,0.17129729872028202,0,from Eupleridae (singleton)
Galidia,0.23760484463586645,0.17129729872028202,0,from Eupleridae (singleton)
Galidictis,0.23760484463586645,0.17129729872028202,1.0,from Eupleridae (cherry)
Mungotictis,0.23760484463586645,0.17129729872028202,0,from Eupleridae (singleton)
Salanoia,0.23760484463586645,0.17129729872028202,1.0,from Eupleridae (cherry)
Felidae,0.3288911828023091,0.0,0.9966777408637874,computed
Acinonyx,0.3288911828023091,0.0,0,from Felidae (singleton)
Caracal,0.3288911828023091,0.0,1.0,from Felidae (cherry)
Catopuma,0.3288911828023091,0.0,0.0,from Felidae (not monophyletic)
Felis,0.43707725314943646,0.0,1.0,computed
Hemimachairodus,0.3288911828023091,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3288911828023091,0.0,0,from Felidae (singleton)
Homotherium,0.3288911828023091,0.0,0,from Felidae (singleton)
Leopardus,0.8287550068700922,0.774566369207593,1.0,computed
Leptailurus,0.3288911828023091,0.0,0,from Felidae (singleton)
Lynx,0.25655983877307237,0.0,1.0,computed
Miracinonyx,0.3288911828023091,0.0,0,from Felidae (singleton)
Neofelis,0.3288911828023091,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3288911828023091,0.0,0,from Felidae (singleton)
Panthera,0.2521195960610302,0.0,0.9333333333333333,computed
Pardofelis,0.3288911828023091,0.0,0,from Felidae (singleton)
Prionailurus,0.28560977145529115,0.1242108174727007,1.0,computed
Puma,0.3288911828023091,0.0,0,from Felidae (singleton)
Smilodon,0.3288911828023091,0.0,0,from Felidae (singleton)
Herpestidae,0.2320825406085865,0.0,1.0,computed
Atilax,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Bdeogale,0.3348646917503934,0.0,1.0,computed
Crossarchus,0.29133057688801683,0.0,1.0,computed
Cynictis,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Dologale,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Helogale,0.2320825406085865,0.0,1.0,from Herpestidae (cherry)
Herpestes,0.2320825406085865,0.0,0.0,from Herpestidae (not monophyletic)
Ichneumia,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Liberiictis,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Mungos,0.2320825406085865,0.0,1.0,from Herpestidae (cherry)
Paracynictis,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Rhynchogale,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Suricata,0.2320825406085865,0.0,0,from Herpestidae (singleton)
Hyaenidae,0.1318641685669712,0.0,0.9,computed
Chasmaporthetes,0.1318641685669712,0.0,0.0,from Hyaenidae (unsampled)
Crocuta,0.1318641685669712,0.0,0,from Hyaenidae (singleton)
Hyaena,0.1318641685669712,0.0,1.0,from Hyaenidae (cherry)
Proteles,0.1318641685669712,0.0,0,from Hyaenidae (singleton)
Mephitidae,0.14266219215782527,0.059484164686892715,1.0,computed
Conepatus,0.21163526945418581,0.21163035712390324,1.0,computed
Mephitis,0.14266219215782527,0.059484164686892715,1.0,from Mephitidae (cherry)
Mydaus,0.14266219215782527,0.059484164686892715,1.0,from Mephitidae (cherry)
Spilogale,0.10630656348948554,0.009898621725142248,1.0,computed
Mustelidae,0.19608862099935523,0.0,0.99408014571949,computed
Algarolutra,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Aonyx,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Arctonyx,0.19608862099935523,0.0,0.0,from Mustelidae (cherry)
Eira,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Enhydra,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Enhydrictis,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Galictis,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Gulo,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Ictonyx,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Lontra,0.21832425558001997,0.0,1.0,computed
Lutra,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Lutrogale,0.19608862099935523,0.0,0.0,from Mustelidae (cherry)
Lyncodon,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Martes,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Megalenhydris,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Meles,0.15704959752738984,0.0,1.0,computed
Mellivora,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Melogale,0.09938243894852426,0.052284506792064527,1.0,computed
Mustela,0.19608862099935523,0.0,0.0,from Mustelidae (not monophyletic)
Mustelercta,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Neovison,0.19608862099935523,0.0,1.0,from Mustelidae (cherry)
Oriensictis,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Pannonictis,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Poecilogale,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Pteronura,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Sardolutra,0.19608862099935523,0.0,0.0,from Mustelidae (unsampled)
Taxidea,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Vormela,0.19608862099935523,0.0,0,from Mustelidae (singleton)
Nandiniidae,0.24056420055178207,0.09681554115219963,0,from Carnivora (singleton)
Nandinia,0.24056420055178207,0.09681554115219963,0,from Nandiniidae (singleton)
Odobenidae,0.24056420055178207,0.09681554115219963,0,from Carnivora (singleton)
Odobenus,0.24056420055178207,0.09681554115219963,0,from Odobenidae (singleton)
Otariidae,0.3897222490849734,0.0,1.0,computed
Arctocephalus,0.3897222490849734,0.0,0.0,from Otariidae (not monophyletic)
Callorhinus,0.3897222490849734,0.0,0,from Otariidae (singleton)
Eumetopias,0.3897222490849734,0.0,0,from Otariidae (singleton)
Neophoca,0.3897222490849734,0.0,0,from Otariidae (singleton)
Otaria,0.3897222490849734,0.0,0,from Otariidae (singleton)
Phocarctos,0.3897222490849734,0.0,0,from Otariidae (singleton)
Zalophus,0.2732226281634685,0.272959535446921,1.0,computed
Phocidae,0.23621089232799794,0.0,1.0,computed
