taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.28451352904853217,0.19453050367951227,0.9999826236921613,computed
Mammalia,0.28451352904853217,0.19453050367951227,0.9999826236921613,computed
Afrosoricida,0.1204806949604487,0.06357674660398728,0.9981203007518797,computed
Chrysochloridae,0.12479666672962365,0.0,1.0,computed
Amblysomus,0.12479666672962365,0.0,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12479666672962365,0.0,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12479666672962365,0.0,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12479666672962365,0.0,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12479666672962365,0.0,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12479666672962365,0.0,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12479666672962365,0.0,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12479666672962365,0.0,0,from Chrysochloridae (singleton)
Huetia,0.12479666672962365,0.0,0,from Chrysochloridae (singleton)
Neamblysomus,0.12479666672962365,0.0,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.1204806949604487,0.06357674660398728,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.1204806949604487,0.06357674660398728,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.0888857950137888,0.020186224292648578,0.9983193277310924,computed
Echinops,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Geogale,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Hemicentetes,0.0888857950137888,0.020186224292648578,1.0,from Tenrecidae (cherry)
Limnogale,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Microgale,0.0888857950137888,0.020186224292648578,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.0888857950137888,0.020186224292648578,1.0,from Tenrecidae (cherry)
Oryzorictes,0.0888857950137888,0.020186224292648578,1.0,from Tenrecidae (cherry)
Potamogale,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Setifer,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Tenrec,0.0888857950137888,0.020186224292648578,0,from Tenrecidae (singleton)
Carnivora,0.3216309607244495,0.15695813350230772,0.9994615695248351,computed
Ailuridae,0.3216309607244495,0.15695813350230772,0,from Carnivora (singleton)
Ailurus,0.3216309607244495,0.15695813350230772,0,from Ailuridae (singleton)
Canidae,0.37289630313327343,0.0029991910130949618,0.9928443649373881,computed
Atelocynus,0.37289630313327343,0.0029991910130949618,0,from Canidae (singleton)
Canis,0.37289630313327343,0.0029991910130949618,0.0,from Canidae (not monophyletic)
Cerdocyon,0.37289630313327343,0.0029991910130949618,0,from Canidae (singleton)
Chrysocyon,0.37289630313327343,0.0029991910130949618,0,from Canidae (singleton)
Cuon,0.37289630313327343,0.0029991910130949618,0.0,from Canidae (crown capture probability)
Cynotherium,0.37289630313327343,0.0029991910130949618,0.0,from Canidae (unsampled)
