taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.25518594832887775,0.16622480737553263,0.9999826236921613,computed
Mammalia,0.25518594832887775,0.16622480737553263,0.9999826236921613,computed
Afrosoricida,0.08533762337482485,0.030775808338224984,0.9981203007518797,computed
Chrysochloridae,0.138886567375997,0.026389812329625187,1.0,computed
Amblysomus,0.138886567375997,0.026389812329625187,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.138886567375997,0.026389812329625187,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.138886567375997,0.026389812329625187,0,from Chrysochloridae (singleton)
Chlorotalpa,0.138886567375997,0.026389812329625187,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.138886567375997,0.026389812329625187,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.138886567375997,0.026389812329625187,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.138886567375997,0.026389812329625187,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.138886567375997,0.026389812329625187,0,from Chrysochloridae (singleton)
Huetia,0.138886567375997,0.026389812329625187,0,from Chrysochloridae (singleton)
Neamblysomus,0.138886567375997,0.026389812329625187,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.08533762337482485,0.030775808338224984,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.08533762337482485,0.030775808338224984,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.11747104871335344,0.08517666024595019,0.9983193277310924,computed
Echinops,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Geogale,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Hemicentetes,0.11747104871335344,0.08517666024595019,1.0,from Tenrecidae (cherry)
Limnogale,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Microgale,0.11747104871335344,0.08517666024595019,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.11747104871335344,0.08517666024595019,1.0,from Tenrecidae (cherry)
Oryzorictes,0.11747104871335344,0.08517666024595019,1.0,from Tenrecidae (cherry)
Potamogale,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Setifer,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Tenrec,0.11747104871335344,0.08517666024595019,0,from Tenrecidae (singleton)
Carnivora,0.2889650356152707,0.13771347894149868,0.9994615695248351,computed
Ailuridae,0.2889650356152707,0.13771347894149868,0,from Carnivora (singleton)
Ailurus,0.2889650356152707,0.13771347894149868,0,from Ailuridae (singleton)
Canidae,0.37663386656753256,0.09693457217288394,0.9928443649373881,computed
Atelocynus,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Canis,0.37663386656753256,0.09693457217288394,0.0,from Canidae (not monophyletic)
Cerdocyon,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Chrysocyon,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Cuon,0.37663386656753256,0.09693457217288394,0.0,from Canidae (crown capture probability)
Cynotherium,0.37663386656753256,0.09693457217288394,0.0,from Canidae (unsampled)
Dusicyon,0.37663386656753256,0.09693457217288394,1.0,from Canidae (cherry)
Lycaon,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Nyctereutes,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Otocyon,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Pseudalopex,0.37663386656753256,0.09693457217288394,0.0,from Canidae (not monophyletic)
Speothos,0.37663386656753256,0.09693457217288394,0,from Canidae (singleton)
Urocyon,0.37663386656753256,0.09693457217288394,1.0,from Canidae (cherry)
Vulpes,0.37663386656753256,0.09693457217288394,0.0,from Canidae (not monophyletic)
Xenocyon,0.37663386656753256,0.09693457217288394,0.0,from Canidae (unsampled)
Eupleridae,0.21623278827449344,0.12458500072976438,0.9669421487603306,computed
Cryptoprocta,0.21623278827449344,0.12458500072976438,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.21623278827449344,0.12458500072976438,0.0,from Eupleridae (cherry)
Fossa,0.21623278827449344,0.12458500072976438,0,from Eupleridae (singleton)
Galidia,0.21623278827449344,0.12458500072976438,0,from Eupleridae (singleton)
Galidictis,0.21623278827449344,0.12458500072976438,1.0,from Eupleridae (cherry)
Mungotictis,0.21623278827449344,0.12458500072976438,0,from Eupleridae (singleton)
Salanoia,0.21623278827449344,0.12458500072976438,1.0,from Eupleridae (cherry)
Felidae,0.3370385773204458,0.0,0.9966777408637874,computed
Acinonyx,0.3370385773204458,0.0,0,from Felidae (singleton)
Caracal,0.3370385773204458,0.0,1.0,from Felidae (cherry)
Catopuma,0.3370385773204458,0.0,0.0,from Felidae (not monophyletic)
Felis,0.33979381868476016,0.0,1.0,computed
Hemimachairodus,0.3370385773204458,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3370385773204458,0.0,0,from Felidae (singleton)
Homotherium,0.3370385773204458,0.0,0,from Felidae (singleton)
Leopardus,0.9302874107813635,0.48919753216067974,1.0,computed
Leptailurus,0.3370385773204458,0.0,0,from Felidae (singleton)
Lynx,0.25786730805044605,0.0,1.0,computed
Miracinonyx,0.3370385773204458,0.0,0,from Felidae (singleton)
Neofelis,0.3370385773204458,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3370385773204458,0.0,0,from Felidae (singleton)
Panthera,0.19837592657265832,0.0,0.9333333333333333,computed
Pardofelis,0.3370385773204458,0.0,0,from Felidae (singleton)
Prionailurus,0.19038399650273713,0.0,1.0,computed
Puma,0.3370385773204458,0.0,0,from Felidae (singleton)
Smilodon,0.3370385773204458,0.0,0,from Felidae (singleton)
Herpestidae,0.28496091614322483,0.0,1.0,computed
Atilax,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Bdeogale,0.5147375980318918,0.26007037678982314,1.0,computed
Crossarchus,0.3280636783886458,0.0,1.0,computed
Cynictis,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Dologale,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Helogale,0.28496091614322483,0.0,1.0,from Herpestidae (cherry)
Herpestes,0.28496091614322483,0.0,0.0,from Herpestidae (not monophyletic)
Ichneumia,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Liberiictis,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Mungos,0.28496091614322483,0.0,1.0,from Herpestidae (cherry)
Paracynictis,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Rhynchogale,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Suricata,0.28496091614322483,0.0,0,from Herpestidae (singleton)
Hyaenidae,0.15704860052291952,0.0,0.9,computed
Chasmaporthetes,0.15704860052291952,0.0,0.0,from Hyaenidae (unsampled)
Crocuta,0.15704860052291952,0.0,0,from Hyaenidae (singleton)
Hyaena,0.15704860052291952,0.0,1.0,from Hyaenidae (cherry)
Proteles,0.15704860052291952,0.0,0,from Hyaenidae (singleton)
Mephitidae,0.15645831509545616,0.06059945667581251,1.0,computed
Conepatus,0.23438366441205022,0.15310234209473286,1.0,computed
Mephitis,0.15645831509545616,0.06059945667581251,1.0,from Mephitidae (cherry)
Mydaus,0.15645831509545616,0.06059945667581251,1.0,from Mephitidae (cherry)
Spilogale,0.14359515365342973,0.0,1.0,computed
Mustelidae,0.2141545078079764,0.0,0.99408014571949,computed
Algarolutra,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Aonyx,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Arctonyx,0.2141545078079764,0.0,0.0,from Mustelidae (cherry)
Eira,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Enhydra,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Enhydrictis,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Galictis,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Gulo,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Ictonyx,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Lontra,0.5111722192004539,0.5110561756349276,1.0,computed
Lutra,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Lutrogale,0.2141545078079764,0.0,0.0,from Mustelidae (cherry)
Lyncodon,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Martes,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Megalenhydris,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Meles,0.12987397084925975,0.1298724052486931,1.0,computed
Mellivora,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Melogale,0.10367814142406194,0.06078258090962733,1.0,computed
Mustela,0.2141545078079764,0.0,0.0,from Mustelidae (not monophyletic)
Mustelercta,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Neovison,0.2141545078079764,0.0,1.0,from Mustelidae (cherry)
Oriensictis,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Pannonictis,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Poecilogale,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Pteronura,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Sardolutra,0.2141545078079764,0.0,0.0,from Mustelidae (unsampled)
Taxidea,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Vormela,0.2141545078079764,0.0,0,from Mustelidae (singleton)
Nandiniidae,0.2889650356152707,0.13771347894149868,0,from Carnivora (singleton)
Nandinia,0.2889650356152707,0.13771347894149868,0,from Nandiniidae (singleton)
Odobenidae,0.2889650356152707,0.13771347894149868,0,from Carnivora (singleton)
Odobenus,0.2889650356152707,0.13771347894149868,0,from Odobenidae (singleton)
Otariidae,0.6487111447853824,0.3619442081518036,1.0,computed
Arctocephalus,0.6487111447853824,0.3619442081518036,0.0,from Otariidae (not monophyletic)
Callorhinus,0.6487111447853824,0.3619442081518036,0,from Otariidae (singleton)
Eumetopias,0.6487111447853824,0.3619442081518036,0,from Otariidae (singleton)
Neophoca,0.6487111447853824,0.3619442081518036,0,from Otariidae (singleton)
Otaria,0.6487111447853824,0.3619442081518036,0,from Otariidae (singleton)
Phocarctos,0.6487111447853824,0.3619442081518036,0,from Otariidae (singleton)
Zalophus,2.348024012457874,0.0,1.0,computed
Phocidae,0.2515087239155507,2.505862344657532e-10,1.0,computed
Cystophora,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Erignathus,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Halichoerus,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Histriophoca,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Hydrurga,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Leptonychotes,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Lobodon,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Mirounga,0.2515087239155507,2.505862344657532e-10,1.0,from Phocidae (cherry)
Monachus,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Neomonachus,0.2515087239155507,2.505862344657532e-10,0.0,from Phocidae (not monophyletic)
Ommatophoca,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Pagophilus,0.2515087239155507,2.505862344657532e-10,0,from Phocidae (singleton)
Phoca,0.2515087239155507,2.505862344657532e-10,1.0,from Phocidae (cherry)
Pusa,0.2515087239155507,2.505862344657532e-10,0.0,from Phocidae (not monophyletic)
Prionodontidae,0.2889650356152707,0.13771347894149868,1.0,from Carnivora (cherry)
Prionodon,0.2889650356152707,0.13771347894149868,1.0,from Prionodontidae (cherry)
Procyonidae,0.14148408807577403,0.05224892435835577,1.0,computed
Bassaricyon,0.2485605928037516,0.2481500058358063,1.0,computed
Bassariscus,0.14148408807577403,0.05224892435835577,1.0,from Procyonidae (cherry)
Nasua,0.14148408807577403,0.05224892435835577,0.0,from Procyonidae (not monophyletic)
Nasuella,0.14148408807577403,0.05224892435835577,1.0,from Procyonidae (cherry)
Potos,0.14148408807577403,0.05224892435835577,0,from Procyonidae (singleton)
Procyon,0.2231735614187786,0.0,1.0,computed
Ursidae,0.24656409331604745,0.14303759224702897,1.0,computed
Ailuropoda,0.24656409331604745,0.14303759224702897,0,from Ursidae (singleton)
Arctodus,0.24656409331604745,0.14303759224702897,0,from Ursidae (singleton)
Helarctos,0.24656409331604745,0.14303759224702897,0,from Ursidae (singleton)
Melursus,0.24656409331604745,0.14303759224702897,0,from Ursidae (singleton)
Tremarctos,0.24656409331604745,0.14303759224702897,0,from Ursidae (singleton)
Ursus,0.24656409331604745,0.14303759224702897,0.0,from Ursidae (not monophyletic)
Viverridae,0.3138648908518308,0.15527332196706609,0.9983193277310924,computed
Arctictis,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Arctogalidia,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Chrotogale,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Civettictis,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Cynogale,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Diplogale,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Genetta,0.3138648908518308,0.15527332196706609,0.0,from Viverridae (not monophyletic)
Hemigalus,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Macrogalidia,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Paguma,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Paradoxurus,1.0000000282819324,1.0000000272819323,1.0,computed
Poiana,0.3138648908518308,0.15527332196706609,1.0,from Viverridae (cherry)
Viverra,0.22641570654136306,0.0,1.0,computed
Viverricula,0.3138648908518308,0.15527332196706609,0,from Viverridae (singleton)
Cetartiodactyla,0.36383858697854027,0.24959758075627478,0.9991194353204277,computed
Antilocapridae,0.36383858697854027,0.24959758075627478,0,from Cetartiodactyla (singleton)
Antilocapra,0.36383858697854027,0.24959758075627478,0,from Antilocapridae (singleton)
Balaenidae,0.36383858697854027,0.24959758075627478,0.0,from Cetartiodactyla (not monophyletic)
Balaena,0.36383858697854027,0.24959758075627478,0,from Balaenidae (singleton)
Eubalaena,0.36383858697854027,0.24959758075627478,0.0,from Balaenidae (not monophyletic)
Balaenopteridae,0.36383858697854027,0.24959758075627478,0.0,from Cetartiodactyla (not monophyletic)
Balaenoptera,0.36383858697854027,0.24959758075627478,0.0,from Balaenopteridae (not monophyletic)
Megaptera,0.36383858697854027,0.24959758075627478,0,from Balaenopteridae (singleton)
Bovidae,0.25919048300280983,0.0,0.9980490088965195,computed
Addax,0.25919048300280983,0.0,0,from Bovidae (singleton)
Aepyceros,0.25919048300280983,0.0,0,from Bovidae (singleton)
Alcelaphus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Ammodorcas,0.25919048300280983,0.0,0,from Bovidae (singleton)
Ammotragus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Antidorcas,0.25919048300280983,0.0,0,from Bovidae (singleton)
Antilope,0.25919048300280983,0.0,0,from Bovidae (singleton)
Arabitragus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Beatragus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Bibos,0.25919048300280983,0.0,0.0,from Bovidae (unsampled)
Bison,0.25919048300280983,0.0,0.0,from Bovidae (not monophyletic)
Bos,0.25919048300280983,0.0,0.0,from Bovidae (not monophyletic)
Boselaphus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Bubalus,0.25919048300280983,0.0,0.7333333333333334,from Bovidae (crown capture probability)
Budorcas,0.25919048300280983,0.0,0,from Bovidae (singleton)
Capra,0.25919048300280983,0.0,0.0,from Bovidae (not monophyletic)
Capricornis,1.0000000282819324,1.0000000272819323,0.9183673469387755,computed
Cephalophus,0.25919048300280983,0.0,0.0,from Bovidae (not monophyletic)
Connochaetes,0.25919048300280983,0.0,1.0,from Bovidae (cherry)
Damaliscus,0.25919048300280983,0.0,1.0,from Bovidae (cherry)
Dorcatragus,0.25919048300280983,0.0,0,from Bovidae (singleton)
Duboisia,0.25919048300280983,0.0,0.0,from Bovidae (unsampled)
Epileptobos,0.25919048300280983,0.0,0.0,from Bovidae (unsampled)
Eudorcas,0.2045723940572612,0.20448487809234597,1.0,computed
Gazella,0.46179954581297894,0.0,1.0,computed
