taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2773402501213032,0.18449528759333755,0.9999826236921613,computed
Mammalia,0.2773402501213032,0.18449528759333755,0.9999826236921613,computed
Afrosoricida,0.11335899970399961,0.0622657002713131,0.9981203007518797,computed
Chrysochloridae,0.12997552960639006,0.027177694605525902,1.0,computed
Amblysomus,0.12997552960639006,0.027177694605525902,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12997552960639006,0.027177694605525902,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12997552960639006,0.027177694605525902,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12997552960639006,0.027177694605525902,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12997552960639006,0.027177694605525902,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12997552960639006,0.027177694605525902,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12997552960639006,0.027177694605525902,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12997552960639006,0.027177694605525902,0,from Chrysochloridae (singleton)
Huetia,0.12997552960639006,0.027177694605525902,0,from Chrysochloridae (singleton)
Neamblysomus,0.12997552960639006,0.027177694605525902,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.11335899970399961,0.0622657002713131,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.11335899970399961,0.0622657002713131,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.08512995442802061,0.032798662083616,0.9983193277310924,computed
Echinops,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Geogale,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Hemicentetes,0.08512995442802061,0.032798662083616,1.0,from Tenrecidae (cherry)
Limnogale,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Microgale,0.08512995442802061,0.032798662083616,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.08512995442802061,0.032798662083616,1.0,from Tenrecidae (cherry)
Oryzorictes,0.08512995442802061,0.032798662083616,1.0,from Tenrecidae (cherry)
Potamogale,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Setifer,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Tenrec,0.08512995442802061,0.032798662083616,0,from Tenrecidae (singleton)
Carnivora,0.28922327713451024,0.11372111449172158,0.9994615695248351,computed
Ailuridae,0.28922327713451024,0.11372111449172158,0,from Carnivora (singleton)
Ailurus,0.28922327713451024,0.11372111449172158,0,from Ailuridae (singleton)
Canidae,0.35684563399887453,0.00610325203965194,0.9928443649373881,computed
Atelocynus,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Canis,0.35684563399887453,0.00610325203965194,0.0,from Canidae (not monophyletic)
Cerdocyon,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Chrysocyon,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Cuon,0.35684563399887453,0.00610325203965194,0.0,from Canidae (crown capture probability)
Cynotherium,0.35684563399887453,0.00610325203965194,0.0,from Canidae (unsampled)
Dusicyon,0.35684563399887453,0.00610325203965194,1.0,from Canidae (cherry)
Lycaon,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Nyctereutes,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Otocyon,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Pseudalopex,0.35684563399887453,0.00610325203965194,0.0,from Canidae (not monophyletic)
Speothos,0.35684563399887453,0.00610325203965194,0,from Canidae (singleton)
Urocyon,0.35684563399887453,0.00610325203965194,1.0,from Canidae (cherry)
Vulpes,0.35684563399887453,0.00610325203965194,0.0,from Canidae (not monophyletic)
Xenocyon,0.35684563399887453,0.00610325203965194,0.0,from Canidae (unsampled)
Eupleridae,0.1780204724144573,0.04970015674033893,0.9669421487603306,computed
Cryptoprocta,0.1780204724144573,0.04970015674033893,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.1780204724144573,0.04970015674033893,0.0,from Eupleridae (cherry)
Fossa,0.1780204724144573,0.04970015674033893,0,from Eupleridae (singleton)
Galidia,0.1780204724144573,0.04970015674033893,0,from Eupleridae (singleton)
Galidictis,0.1780204724144573,0.04970015674033893,1.0,from Eupleridae (cherry)
Mungotictis,0.1780204724144573,0.04970015674033893,0,from Eupleridae (singleton)
Salanoia,0.1780204724144573,0.04970015674033893,1.0,from Eupleridae (cherry)
Felidae,0.3708719915907751,0.0,0.9966777408637874,computed
Acinonyx,0.3708719915907751,0.0,0,from Felidae (singleton)
Caracal,0.3708719915907751,0.0,1.0,from Felidae (cherry)
Catopuma,0.3708719915907751,0.0,0.0,from Felidae (not monophyletic)
Felis,0.5333340346573249,0.0,1.0,computed
Hemimachairodus,0.3708719915907751,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3708719915907751,0.0,0,from Felidae (singleton)
Homotherium,0.3708719915907751,0.0,0,from Felidae (singleton)
Leopardus,0.45877396086185257,0.11616722978225606,1.0,computed
Leptailurus,0.3708719915907751,0.0,0,from Felidae (singleton)
Lynx,0.2295316151126009,0.0,1.0,computed
Miracinonyx,0.3708719915907751,0.0,0,from Felidae (singleton)
Neofelis,0.3708719915907751,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3708719915907751,0.0,0,from Felidae (singleton)
Panthera,0.19751584119539586,0.0,0.9333333333333333,computed
Pardofelis,0.3708719915907751,0.0,0,from Felidae (singleton)
Prionailurus,0.3321360942980221,0.3310369818420317,1.0,computed
Puma,0.3708719915907751,0.0,0,from Felidae (singleton)
Smilodon,0.3708719915907751,0.0,0,from Felidae (singleton)
Herpestidae,0.2742986694578833,0.0,1.0,computed
Atilax,0.2742986694578833,0.0,0,from Herpestidae (singleton)
Bdeogale,1.0000000282819324,1.0000000272819323,1.0,computed
Crossarchus,0.33156288104493375,0.0,1.0,computed
Cynictis,0.2742986694578833,0.0,0,from Herpestidae (singleton)
Dologale,0.2742986694578833,0.0,0,from Herpestidae (singleton)
