taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2704035107416374,0.18694949968076835,0.9999826236921613,computed
Mammalia,0.2704035107416374,0.18694949968076835,0.9999826236921613,computed
Afrosoricida,0.08308413034184324,0.04292698325188278,0.9981203007518797,computed
Chrysochloridae,0.12892587123676238,0.04292732073620952,1.0,computed
Amblysomus,0.12892587123676238,0.04292732073620952,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12892587123676238,0.04292732073620952,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12892587123676238,0.04292732073620952,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12892587123676238,0.04292732073620952,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12892587123676238,0.04292732073620952,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12892587123676238,0.04292732073620952,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12892587123676238,0.04292732073620952,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12892587123676238,0.04292732073620952,0,from Chrysochloridae (singleton)
Huetia,0.12892587123676238,0.04292732073620952,0,from Chrysochloridae (singleton)
Neamblysomus,0.12892587123676238,0.04292732073620952,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.08308413034184324,0.04292698325188278,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.08308413034184324,0.04292698325188278,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.04945882097652324,0.0,0.9983193277310924,computed
Echinops,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Geogale,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Hemicentetes,0.04945882097652324,0.0,1.0,from Tenrecidae (cherry)
Limnogale,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Microgale,0.04945882097652324,0.0,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.04945882097652324,0.0,1.0,from Tenrecidae (cherry)
Oryzorictes,0.04945882097652324,0.0,1.0,from Tenrecidae (cherry)
Potamogale,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Setifer,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Tenrec,0.04945882097652324,0.0,0,from Tenrecidae (singleton)
Carnivora,0.2715504626602096,0.1503567954745156,0.9994615695248351,computed
Ailuridae,0.2715504626602096,0.1503567954745156,0,from Carnivora (singleton)
Ailurus,0.2715504626602096,0.1503567954745156,0,from Ailuridae (singleton)
Canidae,0.3286112025999895,0.00990658548219201,0.9928443649373881,computed
Atelocynus,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Canis,0.3286112025999895,0.00990658548219201,0.0,from Canidae (not monophyletic)
Cerdocyon,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Chrysocyon,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Cuon,0.3286112025999895,0.00990658548219201,0.0,from Canidae (crown capture probability)
Cynotherium,0.3286112025999895,0.00990658548219201,0.0,from Canidae (unsampled)
Dusicyon,0.3286112025999895,0.00990658548219201,1.0,from Canidae (cherry)
Lycaon,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Nyctereutes,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Otocyon,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Pseudalopex,0.3286112025999895,0.00990658548219201,0.0,from Canidae (not monophyletic)
Speothos,0.3286112025999895,0.00990658548219201,0,from Canidae (singleton)
Urocyon,0.3286112025999895,0.00990658548219201,1.0,from Canidae (cherry)
Vulpes,0.3286112025999895,0.00990658548219201,0.0,from Canidae (not monophyletic)
Xenocyon,0.3286112025999895,0.00990658548219201,0.0,from Canidae (unsampled)
Eupleridae,0.16553649621351932,0.06122510443257469,0.9669421487603306,computed
Cryptoprocta,0.16553649621351932,0.06122510443257469,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.16553649621351932,0.06122510443257469,0.0,from Eupleridae (cherry)
Fossa,0.16553649621351932,0.06122510443257469,0,from Eupleridae (singleton)
Galidia,0.16553649621351932,0.06122510443257469,0,from Eupleridae (singleton)
Galidictis,0.16553649621351932,0.06122510443257469,1.0,from Eupleridae (cherry)
Mungotictis,0.16553649621351932,0.06122510443257469,0,from Eupleridae (singleton)
Salanoia,0.16553649621351932,0.06122510443257469,1.0,from Eupleridae (cherry)
Felidae,0.3317287810409609,0.0,0.9966777408637874,computed
Acinonyx,0.3317287810409609,0.0,0,from Felidae (singleton)
Caracal,0.3317287810409609,0.0,1.0,from Felidae (cherry)
Catopuma,0.3317287810409609,0.0,0.0,from Felidae (not monophyletic)
Felis,0.367842424910335,0.0,1.0,computed
Hemimachairodus,0.3317287810409609,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3317287810409609,0.0,0,from Felidae (singleton)
Homotherium,0.3317287810409609,0.0,0,from Felidae (singleton)
Leopardus,0.7916113268038175,0.39985591443035734,1.0,computed
Leptailurus,0.3317287810409609,0.0,0,from Felidae (singleton)
Lynx,0.23105588291560564,0.0,1.0,computed
Miracinonyx,0.3317287810409609,0.0,0,from Felidae (singleton)
Neofelis,0.3317287810409609,0.0,0.6666666666666667,from Felidae (crown capture probability)
