taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.25730764288008734,0.17172553988463152,0.9999826236921613,computed
Mammalia,0.25730764288008734,0.17172553988463152,0.9999826236921613,computed
Afrosoricida,0.1000340759492848,0.04944483552478367,0.9981203007518797,computed
Chrysochloridae,0.12759888331893562,0.0338586268612649,1.0,computed
Amblysomus,0.12759888331893562,0.0338586268612649,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12759888331893562,0.0338586268612649,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12759888331893562,0.0338586268612649,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12759888331893562,0.0338586268612649,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12759888331893562,0.0338586268612649,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12759888331893562,0.0338586268612649,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12759888331893562,0.0338586268612649,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12759888331893562,0.0338586268612649,0,from Chrysochloridae (singleton)
Huetia,0.12759888331893562,0.0338586268612649,0,from Chrysochloridae (singleton)
Neamblysomus,0.12759888331893562,0.0338586268612649,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.1000340759492848,0.04944483552478367,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.1000340759492848,0.04944483552478367,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.06983881988074517,0.012582096487336533,0.9983193277310924,computed
Echinops,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Geogale,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Hemicentetes,0.06983881988074517,0.012582096487336533,1.0,from Tenrecidae (cherry)
Limnogale,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Microgale,0.06983881988074517,0.012582096487336533,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.06983881988074517,0.012582096487336533,1.0,from Tenrecidae (cherry)
Oryzorictes,0.06983881988074517,0.012582096487336533,1.0,from Tenrecidae (cherry)
Potamogale,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Setifer,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Tenrec,0.06983881988074517,0.012582096487336533,0,from Tenrecidae (singleton)
Carnivora,0.2926856964949459,0.15009054657788237,0.9994615695248351,computed
Ailuridae,0.2926856964949459,0.15009054657788237,0,from Carnivora (singleton)
Ailurus,0.2926856964949459,0.15009054657788237,0,from Ailuridae (singleton)
Canidae,0.37990250146824,0.0,0.9928443649373881,computed
Atelocynus,0.37990250146824,0.0,0,from Canidae (singleton)
Canis,0.37990250146824,0.0,0.0,from Canidae (not monophyletic)
Cerdocyon,0.37990250146824,0.0,0,from Canidae (singleton)
Chrysocyon,0.37990250146824,0.0,0,from Canidae (singleton)
Cuon,0.37990250146824,0.0,0.0,from Canidae (crown capture probability)
Cynotherium,0.37990250146824,0.0,0.0,from Canidae (unsampled)
Dusicyon,0.37990250146824,0.0,1.0,from Canidae (cherry)
Lycaon,0.37990250146824,0.0,0,from Canidae (singleton)
Nyctereutes,0.37990250146824,0.0,0,from Canidae (singleton)
Otocyon,0.37990250146824,0.0,0,from Canidae (singleton)
Pseudalopex,0.37990250146824,0.0,0.0,from Canidae (not monophyletic)
Speothos,0.37990250146824,0.0,0,from Canidae (singleton)
Urocyon,0.37990250146824,0.0,1.0,from Canidae (cherry)
Vulpes,0.37990250146824,0.0,0.0,from Canidae (not monophyletic)
Xenocyon,0.37990250146824,0.0,0.0,from Canidae (unsampled)
Eupleridae,0.19533269976085477,0.08309339314356623,0.9669421487603306,computed
Cryptoprocta,0.19533269976085477,0.08309339314356623,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.19533269976085477,0.08309339314356623,0.0,from Eupleridae (cherry)
Fossa,0.19533269976085477,0.08309339314356623,0,from Eupleridae (singleton)
Galidia,0.19533269976085477,0.08309339314356623,0,from Eupleridae (singleton)
Galidictis,0.19533269976085477,0.08309339314356623,1.0,from Eupleridae (cherry)
Mungotictis,0.19533269976085477,0.08309339314356623,0,from Eupleridae (singleton)
Salanoia,0.19533269976085477,0.08309339314356623,1.0,from Eupleridae (cherry)
Felidae,0.3676681232043032,0.0,0.9966777408637874,computed
Acinonyx,0.3676681232043032,0.0,0,from Felidae (singleton)
Caracal,0.3676681232043032,0.0,1.0,from Felidae (cherry)
Catopuma,0.3676681232043032,0.0,0.0,from Felidae (not monophyletic)
Felis,0.4563152637523468,0.0,1.0,computed
Hemimachairodus,0.3676681232043032,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3676681232043032,0.0,0,from Felidae (singleton)
Homotherium,0.3676681232043032,0.0,0,from Felidae (singleton)
Leopardus,0.6756379730483223,0.0,1.0,computed
Leptailurus,0.3676681232043032,0.0,0,from Felidae (singleton)
Lynx,0.20532611663130743,0.0,1.0,computed
Miracinonyx,0.3676681232043032,0.0,0,from Felidae (singleton)
Neofelis,0.3676681232043032,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3676681232043032,0.0,0,from Felidae (singleton)
Panthera,0.25312551555406004,0.0,0.9333333333333333,computed
Pardofelis,0.3676681232043032,0.0,0,from Felidae (singleton)
Prionailurus,0.366329163085099,0.0,1.0,computed
Puma,0.3676681232043032,0.0,0,from Felidae (singleton)
Smilodon,0.3676681232043032,0.0,0,from Felidae (singleton)
Herpestidae,0.2595895593388469,0.0,1.0,computed
Atilax,0.2595895593388469,0.0,0,from Herpestidae (singleton)
Bdeogale,0.4553070101849128,0.20770373599591951,1.0,computed
Crossarchus,0.46616036627334306,0.0,1.0,computed
Cynictis,0.2595895593388469,0.0,0,from Herpestidae (singleton)
Dologale,0.2595895593388469,0.0,0,from Herpestidae (singleton)
Helogale,0.2595895593388469,0.0,1.0,from Herpestidae (cherry)
Herpestes,0.2595895593388469,0.0,0.0,from Herpestidae (not monophyletic)
Ichneumia,0.2595895593388469,0.0,0,from Herpestidae (singleton)
Liberiictis,0.2595895593388469,0.0,0,from Herpestidae (singleton)
Mungos,0.2595895593388469,0.0,1.0,from Herpestidae (cherry)
