taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2850570618972082,0.19033456845790533,0.9999826236921613,computed
Mammalia,0.2850570618972082,0.19033456845790533,0.9999826236921613,computed
Afrosoricida,0.17973585715278903,0.15390099834540288,0.9981203007518797,computed
Chrysochloridae,0.22435970513876924,0.13325450911258066,1.0,computed
Amblysomus,0.22435970513876924,0.13325450911258066,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.22435970513876924,0.13325450911258066,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.22435970513876924,0.13325450911258066,0,from Chrysochloridae (singleton)
Chlorotalpa,0.22435970513876924,0.13325450911258066,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.22435970513876924,0.13325450911258066,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.22435970513876924,0.13325450911258066,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.22435970513876924,0.13325450911258066,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.22435970513876924,0.13325450911258066,0,from Chrysochloridae (singleton)
Huetia,0.22435970513876924,0.13325450911258066,0,from Chrysochloridae (singleton)
Neamblysomus,0.22435970513876924,0.13325450911258066,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.17973585715278903,0.15390099834540288,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.17973585715278903,0.15390099834540288,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.12540328718587862,0.09602231164844818,0.9983193277310924,computed
Echinops,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Geogale,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Hemicentetes,0.12540328718587862,0.09602231164844818,1.0,from Tenrecidae (cherry)
Limnogale,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Microgale,0.12540328718587862,0.09602231164844818,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.12540328718587862,0.09602231164844818,1.0,from Tenrecidae (cherry)
Oryzorictes,0.12540328718587862,0.09602231164844818,1.0,from Tenrecidae (cherry)
Potamogale,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Setifer,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Tenrec,0.12540328718587862,0.09602231164844818,0,from Tenrecidae (singleton)
Carnivora,0.26401079459384846,0.11612911436858024,0.9994615695248351,computed
Ailuridae,0.26401079459384846,0.11612911436858024,0,from Carnivora (singleton)
Ailurus,0.26401079459384846,0.11612911436858024,0,from Ailuridae (singleton)
Canidae,0.34389419615432215,0.0,0.9928443649373881,computed
Atelocynus,0.34389419615432215,0.0,0,from Canidae (singleton)
Canis,0.34389419615432215,0.0,0.0,from Canidae (not monophyletic)
Cerdocyon,0.34389419615432215,0.0,0,from Canidae (singleton)
Chrysocyon,0.34389419615432215,0.0,0,from Canidae (singleton)
Cuon,0.34389419615432215,0.0,0.0,from Canidae (crown capture probability)
Cynotherium,0.34389419615432215,0.0,0.0,from Canidae (unsampled)
Dusicyon,0.34389419615432215,0.0,1.0,from Canidae (cherry)
Lycaon,0.34389419615432215,0.0,0,from Canidae (singleton)
Nyctereutes,0.34389419615432215,0.0,0,from Canidae (singleton)
Otocyon,0.34389419615432215,0.0,0,from Canidae (singleton)
Pseudalopex,0.34389419615432215,0.0,0.0,from Canidae (not monophyletic)
Speothos,0.34389419615432215,0.0,0,from Canidae (singleton)
Urocyon,0.34389419615432215,0.0,1.0,from Canidae (cherry)
Vulpes,0.34389419615432215,0.0,0.0,from Canidae (not monophyletic)
Xenocyon,0.34389419615432215,0.0,0.0,from Canidae (unsampled)
Eupleridae,0.1782226421625308,0.09824053464125168,0.9669421487603306,computed
Cryptoprocta,0.1782226421625308,0.09824053464125168,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.1782226421625308,0.09824053464125168,0.0,from Eupleridae (cherry)
Fossa,0.1782226421625308,0.09824053464125168,0,from Eupleridae (singleton)
Galidia,0.1782226421625308,0.09824053464125168,0,from Eupleridae (singleton)
Galidictis,0.1782226421625308,0.09824053464125168,1.0,from Eupleridae (cherry)
Mungotictis,0.1782226421625308,0.09824053464125168,0,from Eupleridae (singleton)
Salanoia,0.1782226421625308,0.09824053464125168,1.0,from Eupleridae (cherry)
Felidae,0.3553425307429635,0.0,0.9966777408637874,computed
Acinonyx,0.3553425307429635,0.0,0,from Felidae (singleton)
Caracal,0.3553425307429635,0.0,1.0,from Felidae (cherry)
Catopuma,0.3553425307429635,0.0,0.0,from Felidae (not monophyletic)
Felis,0.47389117658211916,0.0,1.0,computed
Hemimachairodus,0.3553425307429635,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3553425307429635,0.0,0,from Felidae (singleton)
Homotherium,0.3553425307429635,0.0,0,from Felidae (singleton)
Leopardus,0.7891859611707268,0.7891815015231456,1.0,computed
Leptailurus,0.3553425307429635,0.0,0,from Felidae (singleton)
Lynx,0.21571913766088585,0.0,1.0,computed
Miracinonyx,0.3553425307429635,0.0,0,from Felidae (singleton)
Neofelis,0.3553425307429635,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3553425307429635,0.0,0,from Felidae (singleton)
Panthera,0.22530751344603456,0.0,0.9333333333333333,computed
Pardofelis,0.3553425307429635,0.0,0,from Felidae (singleton)
Prionailurus,0.240268349986927,0.0,1.0,computed
Puma,0.3553425307429635,0.0,0,from Felidae (singleton)
Smilodon,0.3553425307429635,0.0,0,from Felidae (singleton)
Herpestidae,0.2389851633311504,0.0,1.0,computed
Atilax,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Bdeogale,0.35981900336142486,0.35145315092336743,1.0,computed
Crossarchus,0.2998813975498507,0.0,1.0,computed
Cynictis,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Dologale,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Helogale,0.2389851633311504,0.0,1.0,from Herpestidae (cherry)
Herpestes,0.2389851633311504,0.0,0.0,from Herpestidae (not monophyletic)
Ichneumia,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Liberiictis,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Mungos,0.2389851633311504,0.0,1.0,from Herpestidae (cherry)
Paracynictis,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Rhynchogale,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Suricata,0.2389851633311504,0.0,0,from Herpestidae (singleton)
Hyaenidae,0.157270686240743,0.0,0.9,computed
Chasmaporthetes,0.157270686240743,0.0,0.0,from Hyaenidae (unsampled)
Crocuta,0.157270686240743,0.0,0,from Hyaenidae (singleton)
Hyaena,0.157270686240743,0.0,1.0,from Hyaenidae (cherry)
Proteles,0.157270686240743,0.0,0,from Hyaenidae (singleton)
