taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2731754586868037,0.1901634719622559,0.9999826236921613,computed
Mammalia,0.2731754586868037,0.1901634719622559,0.9999826236921613,computed
Afrosoricida,0.10219082181262593,0.06581379668217743,0.9981203007518797,computed
Chrysochloridae,0.24156118881301095,0.2415598811629823,1.0,computed
Amblysomus,0.24156118881301095,0.2415598811629823,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.24156118881301095,0.2415598811629823,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.24156118881301095,0.2415598811629823,0,from Chrysochloridae (singleton)
Chlorotalpa,0.24156118881301095,0.2415598811629823,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.24156118881301095,0.2415598811629823,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.24156118881301095,0.2415598811629823,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.24156118881301095,0.2415598811629823,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.24156118881301095,0.2415598811629823,0,from Chrysochloridae (singleton)
Huetia,0.24156118881301095,0.2415598811629823,0,from Chrysochloridae (singleton)
Neamblysomus,0.24156118881301095,0.2415598811629823,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.10219082181262593,0.06581379668217743,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.10219082181262593,0.06581379668217743,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.05453900614214286,0.0,0.9983193277310924,computed
Echinops,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Geogale,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Hemicentetes,0.05453900614214286,0.0,1.0,from Tenrecidae (cherry)
Limnogale,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Microgale,0.05453900614214286,0.0,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.05453900614214286,0.0,1.0,from Tenrecidae (cherry)
Oryzorictes,0.05453900614214286,0.0,1.0,from Tenrecidae (cherry)
Potamogale,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Setifer,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Tenrec,0.05453900614214286,0.0,0,from Tenrecidae (singleton)
Carnivora,0.27488467972794134,0.14854761367989,0.9994615695248351,computed
Ailuridae,0.27488467972794134,0.14854761367989,0,from Carnivora (singleton)
Ailurus,0.27488467972794134,0.14854761367989,0,from Ailuridae (singleton)
Canidae,0.32302450865061255,0.03583807385150046,0.9928443649373881,computed
Atelocynus,0.32302450865061255,0.03583807385150046,0,from Canidae (singleton)
