taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.24377048949225577,0.1611229054464346,0.9999826236921613,computed
Mammalia,0.24377048949225577,0.1611229054464346,0.9999826236921613,computed
Afrosoricida,0.11559501959990363,0.08085050595256611,0.9981203007518797,computed
Chrysochloridae,0.13077655171732397,0.042338588707740765,1.0,computed
Amblysomus,0.13077655171732397,0.042338588707740765,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.13077655171732397,0.042338588707740765,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.13077655171732397,0.042338588707740765,0,from Chrysochloridae (singleton)
Chlorotalpa,0.13077655171732397,0.042338588707740765,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.13077655171732397,0.042338588707740765,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.13077655171732397,0.042338588707740765,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.13077655171732397,0.042338588707740765,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.13077655171732397,0.042338588707740765,0,from Chrysochloridae (singleton)
Huetia,0.13077655171732397,0.042338588707740765,0,from Chrysochloridae (singleton)
Neamblysomus,0.13077655171732397,0.042338588707740765,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.11559501959990363,0.08085050595256611,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.11559501959990363,0.08085050595256611,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.08315127096894606,0.043645139453111347,0.9983193277310924,computed
Echinops,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Geogale,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Hemicentetes,0.08315127096894606,0.043645139453111347,1.0,from Tenrecidae (cherry)
Limnogale,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Microgale,0.08315127096894606,0.043645139453111347,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.08315127096894606,0.043645139453111347,1.0,from Tenrecidae (cherry)
Oryzorictes,0.08315127096894606,0.043645139453111347,1.0,from Tenrecidae (cherry)
Potamogale,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Setifer,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Tenrec,0.08315127096894606,0.043645139453111347,0,from Tenrecidae (singleton)
Carnivora,0.2748655719829567,0.13225146048921374,0.9994615695248351,computed
Ailuridae,0.2748655719829567,0.13225146048921374,0,from Carnivora (singleton)
Ailurus,0.2748655719829567,0.13225146048921374,0,from Ailuridae (singleton)
Canidae,0.35263335314737954,0.0844914228460236,0.9928443649373881,computed
Atelocynus,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Canis,0.35263335314737954,0.0844914228460236,0.0,from Canidae (not monophyletic)
Cerdocyon,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Chrysocyon,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Cuon,0.35263335314737954,0.0844914228460236,0.0,from Canidae (crown capture probability)
Cynotherium,0.35263335314737954,0.0844914228460236,0.0,from Canidae (unsampled)
Dusicyon,0.35263335314737954,0.0844914228460236,1.0,from Canidae (cherry)
Lycaon,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Nyctereutes,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Otocyon,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Pseudalopex,0.35263335314737954,0.0844914228460236,0.0,from Canidae (not monophyletic)
Speothos,0.35263335314737954,0.0844914228460236,0,from Canidae (singleton)
Urocyon,0.35263335314737954,0.0844914228460236,1.0,from Canidae (cherry)
Vulpes,0.35263335314737954,0.0844914228460236,0.0,from Canidae (not monophyletic)
Xenocyon,0.35263335314737954,0.0844914228460236,0.0,from Canidae (unsampled)
Eupleridae,0.19843130905300865,0.07255827336064578,0.9669421487603306,computed
Cryptoprocta,0.19843130905300865,0.07255827336064578,0.6666666666666667,from Eupleridae (crown capture probability)
Eupleres,0.19843130905300865,0.07255827336064578,0.0,from Eupleridae (cherry)
Fossa,0.19843130905300865,0.07255827336064578,0,from Eupleridae (singleton)
Galidia,0.19843130905300865,0.07255827336064578,0,from Eupleridae (singleton)
Galidictis,0.19843130905300865,0.07255827336064578,1.0,from Eupleridae (cherry)
Mungotictis,0.19843130905300865,0.07255827336064578,0,from Eupleridae (singleton)
Salanoia,0.19843130905300865,0.07255827336064578,1.0,from Eupleridae (cherry)
Felidae,0.3378180170067348,0.0,0.9966777408637874,computed
Acinonyx,0.3378180170067348,0.0,0,from Felidae (singleton)
Caracal,0.3378180170067348,0.0,1.0,from Felidae (cherry)
Catopuma,0.3378180170067348,0.0,0.0,from Felidae (not monophyletic)
Felis,1.0000000282819324,1.0000000272819323,1.0,computed
Hemimachairodus,0.3378180170067348,0.0,0.0,from Felidae (unsampled)
Herpailurus,0.3378180170067348,0.0,0,from Felidae (singleton)
Homotherium,0.3378180170067348,0.0,0,from Felidae (singleton)
Leopardus,1.0000000282819324,1.0000000272819323,1.0,computed
Leptailurus,0.3378180170067348,0.0,0,from Felidae (singleton)
Lynx,0.2045418411383563,0.0,1.0,computed
Miracinonyx,0.3378180170067348,0.0,0,from Felidae (singleton)
Neofelis,0.3378180170067348,0.0,0.6666666666666667,from Felidae (crown capture probability)
Otocolobus,0.3378180170067348,0.0,0,from Felidae (singleton)
