taxon,birth,death,ccp,source
‘  TAXONOMY ROOT  ’,0.2848930980685876,0.19705936718873215,0.9999826236921613,computed
Mammalia,0.2848930980685876,0.19705936718873215,0.9999826236921613,computed
Afrosoricida,0.1097264409796913,0.0628071907329656,0.9981203007518797,computed
Chrysochloridae,0.12607266854726296,0.0,1.0,computed
Amblysomus,0.12607266854726296,0.0,0.0,from Chrysochloridae (not monophyletic)
Calcochloris,0.12607266854726296,0.0,1.0,from Chrysochloridae (cherry)
Carpitalpa,0.12607266854726296,0.0,0,from Chrysochloridae (singleton)
Chlorotalpa,0.12607266854726296,0.0,1.0,from Chrysochloridae (cherry)
Chrysochloris,0.12607266854726296,0.0,0.0,from Chrysochloridae (not monophyletic)
Chrysospalax,0.12607266854726296,0.0,1.0,from Chrysochloridae (cherry)
Cryptochloris,0.12607266854726296,0.0,1.0,from Chrysochloridae (cherry)
Eremitalpa,0.12607266854726296,0.0,0,from Chrysochloridae (singleton)
Huetia,0.12607266854726296,0.0,0,from Chrysochloridae (singleton)
Neamblysomus,0.12607266854726296,0.0,1.0,from Chrysochloridae (cherry)
Incertae sedis in Afrosoricida,0.1097264409796913,0.0628071907329656,0.0,from Afrosoricida (unsampled)
Plesiorycteropus,0.1097264409796913,0.0628071907329656,0.0,from Incertae sedis in Afrosoricida (unsampled)
Tenrecidae,0.07420249168176635,0.014305591534224216,0.9983193277310924,computed
Echinops,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Geogale,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Hemicentetes,0.07420249168176635,0.014305591534224216,1.0,from Tenrecidae (cherry)
Limnogale,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Microgale,0.07420249168176635,0.014305591534224216,0.0,from Tenrecidae (not monophyletic)
Micropotamogale,0.07420249168176635,0.014305591534224216,1.0,from Tenrecidae (cherry)
Oryzorictes,0.07420249168176635,0.014305591534224216,1.0,from Tenrecidae (cherry)
Potamogale,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Setifer,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Tenrec,0.07420249168176635,0.014305591534224216,0,from Tenrecidae (singleton)
Carnivora,0.349411900603612,0.1791549072488289,0.9994615695248351,computed
Ailuridae,0.349411900603612,0.1791549072488289,0,from Carnivora (singleton)
Ailurus,0.349411900603612,0.1791549072488289,0,from Ailuridae (singleton)
Canidae,0.3810249458382306,0.0,0.9928443649373881,computed
Atelocynus,0.3810249458382306,0.0,0,from Canidae (singleton)
Canis,0.3810249458382306,0.0,0.0,from Canidae (not monophyletic)
